"","mp","fg","fga","fg_pct","fg3","fg3a","fg3_pct","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","plus_minus"
"totals_home273","240","51","94",".543","12","32",".375","17","19",".895","14","26","40","29","13","2","6","23","131",""
"totals_home274","240","35","74",".473","5","18",".278","22","31",".710","4","35","39","24","5","6","10","18","97",""
"totals_home275","240","34","89",".382","12","40",".300","13","16",".813","12","28","40","20","9","9","17","22","93",""
"totals_home276","240","28","69",".406","9","24",".375","29","39",".744","6","30","36","12","5","3","18","24","94",""
"totals_home277","240","33","79",".418","7","18",".389","22","28",".786","8","31","39","18","9","9","10","25","95",""
"totals_home278","240","40","73",".548","17","30",".567","13","17",".765","5","26","31","24","5","8","11","14","110",""
"totals_home279","290","43","104",".413","12","44",".273","29","37",".784","13","41","54","31","12","7","17","27","127",""
"totals_home280","240","36","95",".379","9","32",".281","7","10",".700","15","31","46","24","3","6","10","18","88",""
"totals_home281","240","36","88",".409","11","28",".393","14","15",".933","11","34","45","25","10","9","13","22","97",""
"totals_home282","240","41","86",".477","12","31",".387","24","30",".800","11","32","43","26","9","6","15","18","118",""
"totals_home283","240","45","83",".542","12","29",".414","11","13",".846","7","37","44","25","8","5","10","18","113",""
"totals_home284","240","32","88",".364","6","24",".250","15","20",".750","6","26","32","22","6","2","7","12","85",""
"totals_home285","240","47","96",".490","3","18",".167","14","17",".824","16","33","49","31","11","4","12","16","111",""
"totals_home286","240","39","85",".459","5","20",".250","13","21",".619","10","30","40","21","5","4","11","14","96",""
"totals_home287","240","39","80",".488","8","20",".400","21","33",".636","12","25","37","27","11","4","15","17","107",""
"totals_home288","240","46","104",".442","9","31",".290","9","16",".563","24","30","54","22","5","4","16","20","110",""
"totals_home289","240","40","85",".471","6","24",".250","26","36",".722","7","39","46","25","9","10","11","24","112",""
"totals_home290","265","44","101",".436","14","36",".389","18","26",".692","13","37","50","30","6","8","14","16","120",""
"totals_home291","240","35","76",".461","15","33",".455","21","26",".808","8","30","38","20","5","3","15","23","106",""
"totals_home292","240","53","92",".576","13","24",".542","9","11",".818","12","36","48","28","14","7","12","17","128",""
"totals_home293","240","41","88",".466","10","30",".333","11","15",".733","14","29","43","32","13","7","11","19","103",""
"totals_home294","240","40","87",".460","13","31",".419","14","18",".778","13","29","42","31","11","2","10","19","107",""
"totals_home295","240","35","78",".449","9","25",".360","26","28",".929","7","33","40","20","8","3","9","13","105",""
"totals_home296","240","36","89",".404","9","24",".375","18","24",".750","12","35","47","19","6","9","8","17","99",""
"totals_home297","240","49","78",".628","14","21",".667","26","34",".765","6","32","38","37","9","5","17","19","138",""
"totals_home298","240","38","86",".442","10","27",".370","6","13",".462","10","34","44","16","8","3","12","12","92",""
"totals_home299","240","41","89",".461","6","28",".214","13","26",".500","11","48","59","24","7","5","15","15","101",""
"totals_home300","240","39","88",".443","11","29",".379","17","24",".708","14","44","58","20","5","10","18","25","106",""
"totals_home301","240","36","81",".444","10","30",".333","20","28",".714","16","35","51","19","5","7","20","24","102",""
"totals_home302","240","35","86",".407","11","31",".355","17","23",".739","12","32","44","20","12","10","17","25","98",""
"totals_home303","240","34","77",".442","7","22",".318","24","32",".750","7","29","36","26","13","3","18","24","99",""
"totals_home304","240","40","81",".494","11","27",".407","22","30",".733","13","37","50","25","5","3","21","15","113",""
"totals_home305","240","38","88",".432","13","32",".406","23","27",".852","10","23","33","22","8","5","7","22","112",""
"totals_home306","240","35","83",".422","7","23",".304","33","38",".868","15","35","50","16","8","11","15","17","110",""
"totals_home307","240","34","76",".447","12","38",".316","27","31",".871","7","39","46","20","8","7","16","14","107",""
"totals_home308","240","30","73",".411","6","24",".250","30","34",".882","7","36","43","16","4","7","14","16","96",""
"totals_home309","290","39","99",".394","10","32",".313","20","21",".952","6","48","54","21","7","7","11","15","108",""
"totals_home310","240","37","89",".416","13","36",".361","14","18",".778","9","26","35","23","4","2","7","19","101",""
"totals_home311","240","54","104",".519","14","37",".378","20","26",".769","16","38","54","45","12","13","11","22","142",""
"totals_home312","240","39","87",".448","5","14",".357","18","23",".783","15","28","43","15","8","1","10","23","101",""
"totals_home313","240","44","93",".473","11","23",".478","17","24",".708","10","32","42","20","5","2","10","25","116",""
"totals_home314","240","40","88",".455","8","21",".381","14","21",".667","9","35","44","24","10","5","9","23","102",""
"totals_home315","240","38","89",".427","11","25",".440","16","27",".593","16","30","46","21","8","4","10","16","103",""
"totals_home316","240","33","86",".384","2","17",".118","28","35",".800","12","41","53","18","8","5","13","25","96",""
"totals_home317","240","36","82",".439","7","20",".350","12","18",".667","11","30","41","19","4","2","15","20","91",""
"totals_home318","240","36","73",".493","12","27",".444","28","32",".875","6","29","35","23","7","7","15","23","112",""
"totals_home319","240","30","88",".341","6","21",".286","21","29",".724","5","46","51","13","7","2","5","11","87",""
"totals_home320","240","30","81",".370","11","26",".423","16","24",".667","8","29","37","20","7","1","12","26","87",""
"totals_home321","240","43","88",".489","4","19",".211","13","15",".867","14","33","47","27","9","9","14","20","103",""
"totals_home322","240","41","85",".482","9","26",".346","25","31",".806","10","32","42","18","11","5","15","19","116",""
"totals_home323","240","51","94",".543","15","36",".417","17","21",".810","15","37","52","35","20","2","20","22","134",""
"totals_home324","240","40","77",".519","10","24",".417","25","37",".676","5","36","41","19","8","7","10","13","115",""
"totals_home325","240","35","87",".402","11","31",".355","13","15",".867","13","30","43","22","6","3","16","22","94",""
"totals_home326","240","32","78",".410","10","30",".333","15","20",".750","9","31","40","17","7","5","20","22","89",""
"totals_home327","240","34","85",".400","9","33",".273","17","18",".944","9","31","40","17","14","4","19","31","94",""
"totals_home328","240","36","92",".391","8","26",".308","18","24",".750","17","30","47","15","3","2","13","24","98",""
"totals_home329","240","43","87",".494","12","27",".444","26","33",".788","16","26","42","25","5","5","8","19","124",""
"totals_home330","240","35","78",".449","6","19",".316","16","17",".941","8","27","35","21","11","3","18","20","92",""
"totals_home331","240","31","87",".356","6","20",".300","20","30",".667","15","43","58","13","8","2","12","28","88",""
"totals_home332","240","33","84",".393","7","25",".280","15","22",".682","11","36","47","18","3","2","12","17","88",""
"totals_home333","240","37","89",".416","10","38",".263","15","21",".714","12","34","46","20","8","2","15","22","99",""
"totals_home334","240","35","80",".438","4","17",".235","21","27",".778","11","40","51","24","7","5","20","13","95",""
"totals_home335","240","41","85",".482","9","22",".409","18","23",".783","13","46","59","23","4","5","12","13","109",""
"totals_home336","240","31","83",".373","17","42",".405","15","22",".682","8","38","46","24","5","4","13","18","94",""
"totals_home337","240","46","83",".554","9","24",".375","13","19",".684","11","36","47","23","7","9","11","16","114",""
"totals_home338","240","44","94",".468","12","28",".429","10","14",".714","9","34","43","26","11","5","15","25","110",""
"totals_home339","240","37","78",".474","3","16",".188","13","20",".650","7","30","37","19","4","2","12","16","90",""
"totals_home340","240","34","81",".420","7","28",".250","24","31",".774","9","37","46","18","9","5","17","19","99",""
"totals_home341","240","39","80",".488","15","32",".469","18","24",".750","5","28","33","23","8","1","8","19","111",""
"totals_home342","240","40","87",".460","9","26",".346","26","34",".765","10","39","49","18","4","2","15","21","115",""
"totals_home343","240","35","87",".402","7","28",".250","23","27",".852","6","33","39","24","10","1","7","20","100",""
"totals_home344","240","40","83",".482","15","29",".517","23","28",".821","10","29","39","24","11","9","13","13","118",""
"totals_home345","240","43","88",".489","11","27",".407","16","24",".667","5","26","31","27","7","5","5","18","113",""
"totals_home346","240","40","88",".455","8","21",".381","22","28",".786","12","28","40","29","10","3","9","17","110",""
"totals_home347","240","42","73",".575","13","31",".419","19","28",".679","7","33","40","25","8","2","17","24","116",""
"totals_home348","240","38","84",".452","1","8",".125","28","31",".903","12","35","47","17","8","6","11","15","105",""
"totals_home349","240","37","74",".500","19","37",".514","16","22",".727","10","38","48","31","4","1","15","16","109",""
"totals_home350","240","38","87",".437","8","26",".308","26","29",".897","11","36","47","23","10","5","10","19","110",""
"totals_home351","240","50","94",".532","14","26",".538","16","18",".889","8","41","49","38","11","7","10","18","130",""
"totals_home352","240","37","77",".481","13","29",".448","17","18",".944","13","41","54","23","9","10","22","16","104",""
"totals_home353","240","54","94",".574","17","36",".472","8","9",".889","9","31","40","34","10","2","10","22","133",""
"totals_home354","240","32","82",".390","5","19",".263","10","14",".714","10","24","34","15","15","2","15","18","79",""
"totals_home355","240","36","81",".444","9","24",".375","27","36",".750","16","35","51","17","3","2","14","21","108",""
"totals_home356","240","41","83",".494","3","21",".143","14","27",".519","15","34","49","17","9","7","12","9","99",""
"totals_home357","265","44","96",".458","14","41",".341","17","26",".654","14","43","57","21","6","3","16","27","119",""
"totals_home358","240","42","88",".477","10","28",".357","18","22",".818","9","32","41","26","7","1","14","22","112",""
"totals_home359","240","43","88",".489","17","36",".472","7","10",".700","5","37","42","24","4","11","11","21","110",""
"totals_home360","240","45","88",".511","9","26",".346","13","19",".684","11","36","47","25","6","3","11","18","112",""
"totals_home361","240","42","81",".519","14","25",".560","24","28",".857","14","32","46","26","7","2","14","18","122",""
"totals_home362","240","42","91",".462","17","43",".395","21","36",".583","11","28","39","23","10","5","14","25","122",""
"totals_home363","240","45","77",".584","12","26",".462","10","12",".833","8","26","34","22","9","7","9","15","112",""
"totals_home364","240","42","89",".472","11","23",".478","26","28",".929","13","25","38","26","9","8","12","20","121",""
"totals_home365","240","47","84",".560","10","23",".435","12","21",".571","13","34","47","23","16","6","21","20","116",""
"totals_home366","240","37","81",".457","12","31",".387","17","23",".739","10","36","46","21","8","4","17","16","103",""
"totals_home367","240","45","89",".506","11","28",".393","19","21",".905","13","32","45","29","6","4","15","16","120",""
"totals_home368","240","38","87",".437","4","15",".267","14","19",".737","13","29","42","20","7","6","9","16","94",""
"totals_home369","240","39","82",".476","14","35",".400","17","21",".810","6","39","45","26","12","11","17","18","109",""
"totals_home370","265","38","93",".409","9","30",".300","28","33",".848","16","45","61","13","9","7","17","28","113",""
"totals_home371","240","43","80",".538","8","23",".348","20","27",".741","8","29","37","23","11","9","14","26","114",""
"totals_home372","240","37","82",".451","7","25",".280","14","25",".560","14","44","58","23","4","6","15","16","95",""
"totals_home373","240","42","89",".472","14","33",".424","10","20",".500","12","27","39","29","5","1","8","29","108",""
"totals_home374","240","43","86",".500","9","29",".310","19","25",".760","14","29","43","29","5","4","14","27","114",""
"totals_home375","240","45","87",".517","5","18",".278","14","17",".824","12","29","41","27","15","3","14","18","109",""
