"","mp","fg","fga","fg_pct","fg3","fg3a","fg3_pct","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","plus_minus"
"totals_away5810","240","43","92",".467","10","40",".250","15","21",".714","9","36","45","25","12","6","16","26","111",""
"totals_away5811","240","42","91",".462","16","37",".432","22","35",".629","16","39","55","26","12","9","15","27","122",""
"totals_away5812","240","42","89",".472","13","35",".371","12","17",".706","10","26","36","27","11","4","11","26","109",""
"totals_away5813","240","40","86",".465","14","29",".483","18","22",".818","5","36","41","24","7","4","12","25","112",""
"totals_away5814","240","37","88",".420","12","44",".273","17","22",".773","14","34","48","20","3","4","8","18","103",""
"totals_away5815","240","39","88",".443","9","36",".250","19","24",".792","10","32","42","27","9","8","14","19","106",""
"totals_away5816","240","49","95",".516","13","28",".464","21","24",".875","13","37","50","32","10","7","14","20","132",""
"totals_away5817","240","45","86",".523","12","34",".353","23","27",".852","7","40","47","29","5","4","6","24","125",""
"totals_away5818","240","37","94",".394","12","35",".343","15","18",".833","15","39","54","21","7","5","16","18","101",""
"totals_away5819","240","44","86",".512","18","37",".486","27","31",".871","6","31","37","29","11","3","11","22","133",""
"totals_away5820","240","44","94",".468","14","33",".424","11","14",".786","14","43","57","28","9","5","20","12","113",""
"totals_away5821","240","37","91",".407","12","38",".316","21","28",".750","16","33","49","24","7","7","14","15","107",""
"totals_away5822","240","34","73",".466","9","24",".375","29","39",".744","9","29","38","16","11","4","13","20","106",""
"totals_away5823","240","39","79",".494","18","40",".450","14","22",".636","11","38","49","29","8","7","21","24","110",""
"totals_away5824","240","46","84",".548","17","41",".415","15","20",".750","9","33","42","30","11","2","13","13","124",""
"totals_away5825","240","44","81",".543","15","35",".429","16","20",".800","7","23","30","27","4","2","13","12","119",""
"totals_away5826","240","44","86",".512","14","32",".438","19","22",".864","6","34","40","25","7","2","14","13","121",""
"totals_away5827","240","37","92",".402","11","36",".306","31","37",".838","14","34","48","18","4","5","7","22","116",""
"totals_away5828","240","48","91",".527","10","28",".357","31","40",".775","13","29","42","30","7","2","12","17","137",""
"totals_away5829","240","49","85",".576","19","36",".528","14","16",".875","5","32","37","35","7","3","13","18","131",""
"totals_away5830","240","35","84",".417","16","33",".485","13","16",".813","5","34","39","22","7","4","14","21","99",""
"totals_away5831","240","38","89",".427","6","27",".222","29","39",".744","17","23","40","23","9","2","14","14","111",""
"totals_away5832","240","48","89",".539","17","40",".425","18","21",".857","11","43","54","30","5","5","14","17","131",""
"totals_away5833","240","33","87",".379","10","39",".256","17","22",".773","11","35","46","16","4","5","9","15","93",""
"totals_away5834","240","43","97",".443","15","44",".341","12","13",".923","11","31","42","27","12","5","11","16","113",""
"totals_away5835","240","38","91",".418","6","24",".250","14","21",".667","11","31","42","23","11","4","14","19","96",""
"totals_away5836","265","46","103",".447","11","44",".250","10","15",".667","7","38","45","14","6","4","13","23","113",""
"totals_away5837","240","35","79",".443","12","35",".343","22","25",".880","10","30","40","26","9","3","22","24","104",""
"totals_away5838","240","47","87",".540","12","30",".400","16","18",".889","12","37","49","35","5","3","16","16","122",""
"totals_away5839","240","48","94",".511","13","37",".351","20","24",".833","9","35","44","35","8","3","7","12","129",""
"totals_away5840","240","38","100",".380","12","33",".364","13","16",".813","14","38","52","16","8","1","9","20","101",""
"totals_away5841","240","36","71",".507","6","24",".250","25","30",".833","9","27","36","20","6","6","14","18","103",""
"totals_away5842","240","44","84",".524","8","23",".348","17","20",".850","7","36","43","24","7","4","16","24","113",""
"totals_away5843","240","38","96",".396","13","48",".271","14","18",".778","9","32","41","18","3","5","6","21","103",""
"totals_away5844","240","38","92",".413","11","33",".333","24","28",".857","11","38","49","26","8","10","14","24","111",""
"totals_away5845","265","47","96",".490","15","42",".357","27","30",".900","9","28","37","30","14","0","14","26","136",""
"totals_away5846","265","47","94",".500","14","30",".467","21","34",".618","10","33","43","33","7","6","14","27","129",""
"totals_away5847","240","41","86",".477","13","33",".394","13","14",".929","8","30","38","25","6","1","13","17","108",""
"totals_away5848","240","33","79",".418","11","31",".355","17","24",".708","4","43","47","20","8","5","19","23","94",""
"totals_away5849","240","43","93",".462","9","27",".333","24","28",".857","11","27","38","33","10","2","9","21","119",""
"totals_away5850","240","44","91",".484","19","50",".380","20","22",".909","13","36","49","35","4","10","18","19","127",""
"totals_away5851","240","43","89",".483","5","19",".263","19","24",".792","11","36","47","30","6","1","18","16","110",""
"totals_away5852","240","39","83",".470","12","37",".324","19","27",".704","12","29","41","28","3","6","14","15","109",""
"totals_away5853","240","53","86",".616","17","32",".531","12","14",".857","5","34","39","29","12","11","17","18","135",""
"totals_away5854","240","47","93",".505","19","34",".559","13","20",".650","12","35","47","30","12","4","14","24","126",""
"totals_away5855","240","44","94",".468","12","38",".316","17","25",".680","13","34","47","24","11","10","9","17","117",""
"totals_away5856","240","42","88",".477","14","42",".333","14","22",".636","4","34","38","23","8","4","10","23","112",""
"totals_away5857","240","41","88",".466","13","37",".351","14","20",".700","13","32","45","25","8","3","18","17","109",""
"totals_away5858","240","39","84",".464","9","25",".360","19","28",".679","7","42","49","27","2","1","16","12","106",""
"totals_away5859","240","37","83",".446","9","26",".346","20","28",".714","9","29","38","25","9","6","11","23","103",""
"totals_away5860","240","38","84",".452","17","39",".436","12","16",".750","7","34","41","27","7","1","11","11","105",""
"totals_away5861","240","39","87",".448","7","33",".212","20","23",".870","10","42","52","20","4","7","9","18","105",""
"totals_away5862","240","44","86",".512","7","24",".292","21","26",".808","14","36","50","30","9","3","16","16","116",""
"totals_away5863","240","46","94",".489","19","40",".475","13","15",".867","12","44","56","28","8","7","11","15","124",""
"totals_away5864","240","45","83",".542","8","21",".381","21","27",".778","10","31","41","20","10","7","14","20","119",""
"totals_away5865","240","52","99",".525","13","37",".351","15","17",".882","15","38","53","35","5","10","12","16","132",""
"totals_away5866","240","47","92",".511","15","38",".395","8","13",".615","8","30","38","30","10","8","13","19","117",""
"totals_away5867","240","33","79",".418","11","34",".324","19","23",".826","5","35","40","19","8","7","15","23","96",""
"totals_away5868","240","46","87",".529","15","32",".469","17","19",".895","12","19","31","33","12","4","12","24","124",""
"totals_away5869","240","41","83",".494","12","29",".414","13","20",".650","6","24","30","21","12","4","7","18","107",""
"totals_away5870","240","39","80",".488","12","31",".387","23","33",".697","6","34","40","24","9","4","9","20","113",""
"totals_away5871","240","35","80",".438","12","36",".333","14","18",".778","4","29","33","22","5","7","24","21","96",""
"totals_away5872","240","48","93",".516","10","25",".400","14","18",".778","12","35","47","30","6","5","9","26","120",""
"totals_away5873","240","36","86",".419","5","31",".161","13","17",".765","8","32","40","23","8","3","17","16","90",""
"totals_away5874","240","39","90",".433","10","35",".286","22","37",".595","8","26","34","21","14","3","10","26","110",""
"totals_away5875","240","47","90",".522","9","19",".474","22","28",".786","8","36","44","29","7","4","7","27","125",""
"totals_away5876","240","39","83",".470","8","26",".308","21","25",".840","10","31","41","23","11","2","19","24","107",""
"totals_away5877","240","44","87",".506","17","42",".405","15","19",".789","12","39","51","32","9","3","21","15","120",""
"totals_away5878","240","46","91",".505","15","36",".417","20","24",".833","11","46","57","31","8","4","18","22","127",""
"totals_away5879","240","48","89",".539","13","28",".464","17","19",".895","6","42","48","34","10","5","14","20","126",""
"totals_away5880","240","40","84",".476","13","30",".433","15","22",".682","8","31","39","21","7","2","13","16","108",""
"totals_away5881","240","34","82",".415","16","44",".364","17","18",".944","8","30","38","24","9","2","11","18","101",""
"totals_away5882","240","36","93",".387","14","34",".412","10","18",".556","15","35","50","13","8","1","12","23","96",""
"totals_away5883","240","31","82",".378","9","44",".205","15","19",".789","8","28","36","24","13","2","16","20","86",""
"totals_away5884","240","42","90",".467","15","35",".429","17","24",".708","9","37","46","30","5","4","9","19","116",""
"totals_away5885","240","46","98",".469","19","40",".475","19","23",".826","7","45","52","26","14","4","16","20","130",""
"totals_away5886","240","37","76",".487","13","31",".419","16","19",".842","9","38","47","27","9","7","15","11","103",""
"totals_away5887","240","43","83",".518","4","21",".190","27","30",".900","11","32","43","23","6","3","15","21","117",""
"totals_away5888","240","38","89",".427","17","39",".436","19","27",".704","12","29","41","26","6","7","13","19","112",""
"totals_away5889","240","44","89",".494","12","27",".444","15","20",".750","13","33","46","29","8","10","7","15","115",""
"totals_away5890","240","37","93",".398","7","29",".241","19","21",".905","15","32","47","10","8","2","11","20","100",""
"totals_away5891","240","44","97",".454","17","33",".515","11","13",".846","11","37","48","19","6","5","6","17","116",""
"totals_away5892","240","50","94",".532","15","36",".417","17","22",".773","11","37","48","28","10","6","18","16","132",""
"totals_away5893","240","52","95",".547","24","47",".511","19","23",".826","9","32","41","39","12","6","14","20","147",""
"totals_away5894","240","44","88",".500","13","40",".325","13","17",".765","8","37","45","25","4","3","11","17","114",""
"totals_away5895","240","39","79",".494","13","32",".406","15","18",".833","4","26","30","29","7","8","8","13","106",""
"totals_away5896","240","47","90",".522","7","24",".292","22","27",".815","14","42","56","23","12","3","24","18","123",""
"totals_away5897","240","46","95",".484","16","43",".372","12","17",".706","14","37","51","25","8","1","8","16","120",""
"totals_away5898","240","47","92",".511","17","46",".370","8","10",".800","9","38","47","33","9","5","15","24","119",""
"totals_away5899","240","48","85",".565","14","32",".438","11","13",".846","7","41","48","33","4","6","21","20","121",""
"totals_away5900","240","43","78",".551","14","30",".467","14","19",".737","4","28","32","22","7","4","15","16","114",""
"totals_away5901","240","41","105",".390","13","39",".333","16","17",".941","14","29","43","23","13","3","10","19","111",""
"totals_away5902","240","39","97",".402","7","39",".179","19","26",".731","18","38","56","19","13","8","21","23","104",""
"totals_away5903","240","37","82",".451","19","39",".487","10","16",".625","8","35","43","26","6","3","19","26","103",""
"totals_away5904","265","40","97",".412","7","28",".250","28","33",".848","11","45","56","26","11","7","15","22","115",""
"totals_away5905","240","44","83",".530","12","34",".353","15","20",".750","8","29","37","26","12","3","19","18","115",""
"totals_away5906","240","35","77",".455","8","23",".348","24","34",".706","6","29","35","20","8","4","10","14","102",""
"totals_away5907","240","45","86",".523","17","40",".425","19","24",".792","6","36","42","33","9","4","5","17","126",""
"totals_away5908","240","46","94",".489","9","31",".290","27","31",".871","18","36","54","22","11","3","9","15","128",""
"totals_away5909","240","39","80",".488","14","34",".412","19","26",".731","7","26","33","33","11","5","14","28","111",""
"totals_away5910","240","41","89",".461","11","29",".379","14","16",".875","9","29","38","23","9","6","11","12","107",""
"totals_away5911","240","44","86",".512","14","28",".500","15","21",".714","9","36","45","22","4","5","9","20","117",""
"totals_away5912","265","42","101",".416","23","59",".390","8","8","1.000","6","31","37","31","10","3","15","21","115",""
"totals_away5913","240","39","88",".443","12","30",".400","6","7",".857","11","33","44","27","6","1","10","10","96",""
"totals_away5914","240","37","84",".440","9","27",".333","17","23",".739","9","36","45","19","7","6","18","20","100",""
"totals_away5915","240","41","80",".513","17","40",".425","15","20",".750","8","32","40","22","6","2","17","23","114",""
"totals_away5916","240","51","93",".548","15","40",".375","11","12",".917","7","36","43","31","10","3","10","18","128",""
"totals_away5917","240","45","89",".506","12","29",".414","9","12",".750","5","41","46","23","10","9","12","17","111",""
"totals_away5918","240","45","92",".489","10","32",".313","17","20",".850","8","33","41","33","7","5","12","27","117",""
"totals_away5919","265","41","101",".406","6","27",".222","24","30",".800","20","32","52","25","6","4","12","16","112",""
"totals_away5920","240","39","82",".476","17","43",".395","12","18",".667","8","30","38","26","10","6","11","17","107",""
"totals_away5921","240","36","91",".396","10","36",".278","19","28",".679","13","34","47","18","7","3","8","17","101",""
"totals_away5922","240","42","82",".512","16","34",".471","14","20",".700","10","33","43","26","7","7","19","21","114",""
"totals_away5923","240","37","82",".451","14","33",".424","18","21",".857","9","37","46","22","6","8","21","19","106",""
"totals_away5924","240","44","89",".494","11","24",".458","22","25",".880","10","32","42","22","11","3","6","19","121",""
"totals_away5925","240","36","88",".409","17","45",".378","16","21",".762","6","31","37","27","6","7","11","21","105",""
"totals_away5926","240","42","86",".488","5","26",".192","16","20",".800","9","30","39","24","9","8","17","21","105",""
"totals_away5927","240","41","91",".451","11","32",".344","9","10",".900","9","31","40","30","11","8","12","15","102",""
"totals_away5928","240","34","76",".447","14","32",".438","25","32",".781","6","39","45","15","2","5","16","19","107",""
"totals_away5929","240","36","84",".429","8","28",".286","29","35",".829","9","48","57","27","4","4","12","23","109",""
"totals_away5930","240","33","85",".388","9","38",".237","16","17",".941","6","35","41","20","8","3","13","7","91",""
"totals_away5931","265","51","106",".481","17","42",".405","9","10",".900","8","37","45","28","7","4","11","16","128",""
"totals_away5932","240","36","83",".434","13","33",".394","22","27",".815","9","39","48","23","6","2","19","26","107",""
"totals_away5933","290","51","107",".477","17","40",".425","18","24",".750","10","37","47","33","15","3","14","24","137",""
"totals_away5934","240","43","75",".573","15","33",".455","10","11",".909","2","40","42","29","5","5","17","20","111",""
"totals_away5935","240","34","86",".395","8","37",".216","20","29",".690","6","34","40","13","11","3","10","19","96",""
"totals_away5936","240","49","89",".551","14","37",".378","22","28",".786","10","34","44","30","7","2","13","21","134",""
"totals_away5937","240","39","86",".453","16","39",".410","3","8",".375","11","28","39","26","6","3","12","10","97",""
"totals_away5938","240","45","90",".500","11","38",".289","12","15",".800","10","35","45","24","3","3","10","15","113",""
"totals_away5939","240","51","90",".567","18","43",".419","14","19",".737","12","38","50","34","5","9","18","16","134",""
"totals_away5940","240","39","79",".494","13","37",".351","14","18",".778","7","34","41","27","6","4","19","24","105",""
"totals_away5941","240","48","104",".462","9","29",".310","11","16",".688","17","38","55","26","8","3","17","18","116",""
"totals_away5942","240","41","86",".477","15","42",".357","19","21",".905","10","23","33","30","7","8","8","21","116",""
"totals_away5943","240","36","91",".396","13","41",".317","18","23",".783","12","38","50","19","3","6","13","17","103",""
"totals_away5944","240","40","101",".396","15","45",".333","19","21",".905","10","34","44","22","15","5","17","23","114",""
"totals_away5945","240","41","90",".456","17","46",".370","13","16",".813","9","52","61","27","7","4","12","16","112",""
"totals_away5946","265","49","102",".480","12","34",".353","17","24",".708","12","29","41","28","10","3","10","18","127",""
"totals_away5947","240","40","79",".506","13","32",".406","24","31",".774","7","35","42","30","2","2","13","24","117",""
"totals_away5948","240","39","83",".470","13","31",".419","16","20",".800","9","35","44","28","8","1","7","20","107",""
"totals_away5949","240","38","84",".452","13","30",".433","16","23",".696","11","31","42","19","6","8","13","29","105",""
"totals_away5950","240","39","88",".443","13","39",".333","15","17",".882","16","30","46","24","7","5","13","16","106",""
"totals_away5951","240","46","87",".529","15","34",".441","18","22",".818","9","25","34","30","7","4","10","21","125",""
"totals_away5952","240","36","88",".409","6","35",".171","8","9",".889","10","28","38","18","10","2","17","23","86",""
"totals_away5953","240","46","91",".505","12","27",".444","13","18",".722","7","26","33","27","7","3","8","17","117",""
"totals_away5954","240","50","90",".556","12","28",".429","23","26",".885","12","46","58","34","2","3","14","16","135",""
"totals_away5955","240","35","77",".455","8","22",".364","13","22",".591","9","34","43","15","2","5","17","22","91",""
"totals_away5956","240","35","82",".427","8","31",".258","13","17",".765","7","31","38","30","5","3","14","18","91",""
"totals_away5957","240","43","90",".478","10","30",".333","14","17",".824","12","33","45","26","7","5","16","28","110",""
"totals_away5958","240","38","79",".481","13","37",".351","14","16",".875","6","24","30","24","10","5","13","18","103",""
"totals_away5959","240","38","94",".404","17","42",".405","11","16",".688","15","39","54","21","6","6","19","20","104",""
"totals_away5960","240","41","80",".513","10","30",".333","10","14",".714","11","36","47","27","4","1","16","20","102",""
"totals_away5961","240","39","97",".402","12","34",".353","19","23",".826","14","44","58","22","8","3","14","19","109",""
"totals_away5962","240","48","93",".516","18","32",".563","15","16",".938","12","38","50","25","7","7","20","23","129",""
"totals_away5963","240","34","88",".386","13","46",".283","16","20",".800","6","30","36","26","9","7","9","14","97",""
"totals_away5964","240","52","98",".531","9","30",".300","17","22",".773","8","31","39","33","7","5","8","21","130",""
"totals_away5965","240","36","83",".434","17","44",".386","14","19",".737","5","28","33","31","6","3","7","19","103",""
"totals_away5966","240","31","82",".378","7","31",".226","25","34",".735","10","31","41","15","11","4","17","20","94",""
"totals_away5967","240","39","96",".406","10","34",".294","21","26",".808","15","47","62","26","3","7","18","25","109",""
"totals_away5968","240","38","79",".481","13","38",".342","12","13",".923","6","36","42","28","7","2","17","20","101",""
"totals_away5969","240","37","85",".435","9","31",".290","27","32",".844","9","37","46","22","9","8","17","23","110",""
"totals_away5970","240","33","86",".384","12","45",".267","15","19",".789","6","30","36","22","11","4","9","22","93",""
"totals_away5971","240","40","92",".435","9","38",".237","12","20",".600","11","36","47","15","13","2","13","19","101",""
"totals_away5972","240","41","82",".500","15","40",".375","19","28",".679","6","29","35","27","10","1","15","16","116",""
"totals_away5973","240","34","88",".386","14","41",".341","22","26",".846","11","30","41","18","6","2","13","13","104",""
"totals_away5974","240","43","90",".478","12","34",".353","21","25",".840","15","28","43","22","5","3","12","24","119",""
"totals_away5975","240","42","91",".462","12","23",".522","24","28",".857","8","46","54","22","9","7","15","22","120",""
"totals_away5976","240","40","78",".513","10","27",".370","20","25",".800","10","27","37","28","5","4","19","25","110",""
"totals_away5977","240","39","81",".481","8","28",".286","18","23",".783","4","37","41","20","6","6","12","18","104",""
"totals_away5978","240","50","91",".549","15","32",".469","16","18",".889","5","43","48","28","3","5","13","20","131",""
"totals_away5979","240","41","86",".477","14","37",".378","17","22",".773","6","31","37","22","8","5","10","15","113",""
"totals_away5980","240","33","85",".388","4","27",".148","16","17",".941","9","36","45","19","10","4","16","17","86",""
"totals_away5981","240","47","87",".540","11","31",".355","9","14",".643","9","35","44","23","8","5","11","18","114",""
"totals_away5982","240","35","78",".449","7","30",".233","13","23",".565","11","27","38","21","11","1","29","16","90",""
"totals_away5983","265","55","103",".534","6","17",".353","30","35",".857","13","31","44","27","6","1","6","21","146",""
"totals_away5984","240","45","83",".542","14","34",".412","14","17",".824","5","32","37","23","5","6","8","13","118",""
"totals_away5985","240","36","83",".434","10","38",".263","14","16",".875","9","28","37","25","6","3","13","16","96",""
"totals_away5986","240","41","77",".532","11","29",".379","17","22",".773","9","42","51","33","3","4","18","21","110",""
"totals_away5987","240","37","95",".389","16","57",".281","14","19",".737","16","33","49","24","9","6","11","18","104",""
"totals_away5988","240","36","90",".400","14","45",".311","17","17","1.000","13","31","44","20","5","5","18","23","103",""
"totals_away5989","240","34","81",".420","4","32",".125","24","31",".774","6","39","45","20","8","6","16","22","96",""
"totals_away5990","240","43","92",".467","12","42",".286","8","14",".571","14","26","40","24","9","2","10","15","106",""
"totals_away5991","240","39","81",".481","13","30",".433","28","36",".778","10","41","51","25","5","3","27","24","119",""
"totals_away5992","240","47","93",".505","9","35",".257","11","14",".786","9","39","48","28","13","3","15","24","114",""
"totals_away5993","240","50","106",".472","20","35",".571","13","16",".813","20","37","57","26","6","5","13","19","133",""
"totals_away5994","240","40","83",".482","18","45",".400","18","18","1.000","7","34","41","30","9","6","10","20","116",""
"totals_away5995","240","45","93",".484","10","38",".263","14","25",".560","12","36","48","29","10","6","14","20","114",""
"totals_away5996","240","48","92",".522","18","35",".514","19","22",".864","9","41","50","21","9","4","13","19","133",""
"totals_away5997","240","43","85",".506","10","29",".345","13","20",".650","9","40","49","26","9","7","15","21","109",""
"totals_away5998","240","27","81",".333","6","19",".316","23","29",".793","17","30","47","17","3","3","14","18","83",""
"totals_away5999","240","37","87",".425","13","35",".371","24","32",".750","11","22","33","29","7","5","11","18","111",""
"totals_away6000","240","39","85",".459","10","29",".345","6","10",".600","7","36","43","29","2","4","14","12","94",""
"totals_away6001","240","42","96",".438","10","34",".294","13","21",".619","13","28","41","31","10","8","10","20","107",""
"totals_away6002","240","41","88",".466","10","32",".313","19","24",".792","7","33","40","26","6","3","9","20","111",""
"totals_away6003","240","43","87",".494","12","30",".400","14","19",".737","6","36","42","27","13","5","21","24","112",""
"totals_away6004","240","45","92",".489","15","40",".375","25","28",".893","11","40","51","23","7","6","10","20","130",""
"totals_away6005","240","41","80",".513","12","31",".387","7","9",".778","5","31","36","24","8","0","14","16","101",""
"totals_away6006","240","55","86",".640","24","41",".585","20","21",".952","8","39","47","36","4","9","13","15","154",""
"totals_away6007","240","40","89",".449","13","30",".433","22","23",".957","8","27","35","22","6","2","11","20","115",""
"totals_away6008","240","47","89",".528","12","35",".343","24","28",".857","8","42","50","35","3","5","13","19","130",""
"totals_away6009","240","49","93",".527","16","39",".410","22","25",".880","8","30","38","27","12","5","14","21","136",""
"totals_away6010","240","42","85",".494","15","38",".395","15","21",".714","4","30","34","28","10","7","10","21","114",""
"totals_away6011","240","40","83",".482","16","32",".500","15","18",".833","7","29","36","27","10","6","15","19","111",""
"totals_away6012","240","45","101",".446","5","29",".172","14","19",".737","15","41","56","26","11","6","12","22","109",""
"totals_away6013","240","36","82",".439","10","28",".357","22","28",".786","12","34","46","19","3","8","16","23","104",""
"totals_away6014","265","49","92",".533","11","24",".458","31","38",".816","8","35","43","29","6","1","11","27","140",""
"totals_away6015","240","46","92",".500","8","18",".444","22","26",".846","11","35","46","31","14","3","12","19","122",""
"totals_away6016","240","47","91",".516","16","36",".444","18","20",".900","8","42","50","24","3","2","10","17","128",""
"totals_away6017","240","27","86",".314","6","26",".231","15","20",".750","12","44","56","16","4","6","20","19","75",""
"totals_away6018","240","42","90",".467","9","25",".360","15","20",".750","8","43","51","24","5","5","10","19","108",""
"totals_away6019","240","35","80",".438","14","39",".359","16","18",".889","8","28","36","22","8","5","13","17","100",""
"totals_away6020","240","39","86",".453","12","33",".364","20","22",".909","11","26","37","29","10","3","17","16","110",""
"totals_away6021","240","35","91",".385","13","37",".351","11","17",".647","12","31","43","27","6","7","10","16","94",""
"totals_away6022","240","39","84",".464","18","46",".391","17","24",".708","4","46","50","32","10","8","17","18","113",""
"totals_away6023","240","40","85",".471","6","24",".250","11","17",".647","8","31","39","22","11","0","13","22","97",""
"totals_away6024","240","47","87",".540","18","36",".500","12","15",".800","10","27","37","30","12","1","8","16","124",""
"totals_away6025","265","47","92",".511","14","36",".389","32","46",".696","14","38","52","34","8","5","21","20","140",""
"totals_away6026","240","57","87",".655","21","33",".636","17","22",".773","3","50","53","41","7","11","17","22","152",""
"totals_away6027","240","44","96",".458","10","29",".345","13","21",".619","17","38","55","21","6","10","16","20","111",""
"totals_away6028","240","47","91",".516","6","19",".316","24","31",".774","14","32","46","19","5","3","10","23","124",""
"totals_away6029","240","39","80",".488","12","32",".375","20","21",".952","8","36","44","26","2","4","10","23","110",""
"totals_away6030","240","42","94",".447","12","33",".364","6","9",".667","11","28","39","26","12","3","10","15","102",""
"totals_away6031","240","41","96",".427","17","42",".405","15","17",".882","14","39","53","18","5","1","16","11","114",""
"totals_away6032","240","44","85",".518","19","38",".500","22","26",".846","3","33","36","27","8","5","9","18","129",""
"totals_away6033","240","45","88",".511","11","38",".289","20","27",".741","11","31","42","30","10","6","11","22","121",""
"totals_away6034","240","45","81",".556","11","28",".393","10","16",".625","8","30","38","27","9","1","19","26","111",""
"totals_away6035","240","45","86",".523","18","35",".514","14","16",".875","6","32","38","22","10","1","13","21","122",""
"totals_away6036","240","45","84",".536","12","31",".387","21","27",".778","8","31","39","27","9","7","10","17","123",""
"totals_away6037","265","42","94",".447","11","30",".367","18","25",".720","13","36","49","23","7","9","12","19","113",""
"totals_away6038","240","42","94",".447","15","38",".395","22","31",".710","13","36","49","24","11","4","12","23","121",""
"totals_away6039","240","45","88",".511","10","23",".435","19","25",".760","9","39","48","27","6","3","10","18","119",""
"totals_away6040","240","53","107",".495","14","27",".519","21","25",".840","14","31","45","28","8","6","17","17","141",""
"totals_away6041","240","47","88",".534","17","44",".386","12","14",".857","5","33","38","31","9","8","14","28","123",""
"totals_away6042","240","43","95",".453","17","41",".415","11","14",".786","8","31","39","25","7","4","8","15","114",""
"totals_away6043","240","40","75",".533","11","28",".393","15","21",".714","7","37","44","23","11","6","16","13","106",""
"totals_away6044","240","45","89",".506","14","27",".519","14","18",".778","8","37","45","19","6","8","8","21","118",""
"totals_away6045","240","36","82",".439","6","24",".250","11","16",".688","6","35","41","22","10","7","12","24","89",""
"totals_away6046","240","42","90",".467","5","18",".278","10","10","1.000","8","29","37","25","10","4","13","13","99",""
"totals_away6047","265","55","105",".524","12","31",".387","12","13",".923","12","36","48","35","10","11","7","26","134",""
"totals_away6048","240","38","93",".409","8","31",".258","18","24",".750","16","35","51","23","8","5","8","23","102",""
"totals_away6049","240","41","84",".488","20","43",".465","16","26",".615","6","33","39","21","6","6","13","25","118",""
"totals_away6050","240","46","87",".529","22","48",".458","13","18",".722","12","32","44","26","6","4","13","17","127",""
"totals_away6051","240","39","93",".419","20","53",".377","5","7",".714","8","40","48","22","7","9","18","17","103",""
"totals_away6052","240","39","95",".411","12","43",".279","13","16",".813","9","40","49","25","6","10","12","19","103",""
"totals_away6053","240","40","87",".460","12","35",".343","8","13",".615","7","30","37","22","10","3","12","15","100",""
"totals_away6054","240","51","96",".531","21","45",".467","9","12",".750","9","36","45","28","8","9","11","23","132",""
"totals_away6055","240","53","92",".576","16","33",".485","19","25",".760","11","43","54","26","7","9","10","20","141",""
"totals_away6056","240","33","79",".418","12","32",".375","25","29",".862","10","20","30","19","9","3","9","16","103",""
"totals_away6057","240","50","94",".532","15","35",".429","20","22",".909","11","36","47","26","10","6","9","16","135",""
"totals_away6058","240","43","95",".453","8","32",".250","10","14",".714","12","36","48","21","16","7","11","14","104",""
"totals_away6059","240","47","96",".490","8","22",".364","32","43",".744","11","32","43","27","6","6","7","23","134",""
"totals_away6060","240","52","97",".536","14","29",".483","21","28",".750","12","34","46","30","6","4","13","19","139",""
"totals_away6061","240","33","86",".384","13","35",".371","18","27",".667","6","36","42","18","6","10","15","24","97",""
"totals_away6062","240","37","92",".402","7","23",".304","13","20",".650","9","26","35","22","7","5","7","13","94",""
"totals_away6063","240","46","91",".505","18","37",".486","10","17",".588","15","41","56","33","10","8","17","20","120",""
"totals_away6064","240","41","95",".432","13","37",".351","14","15",".933","10","41","51","18","8","4","13","18","109",""
"totals_away6065","265","41","94",".436","13","30",".433","36","43",".837","11","36","47","29","4","6","13","22","131",""
"totals_away6066","240","38","89",".427","10","37",".270","11","17",".647","12","30","42","25","7","5","15","14","97",""
"totals_away6067","240","48","94",".511","15","37",".405","15","18",".833","10","24","34","27","8","6","12","17","126",""
"totals_away6068","240","36","88",".409","9","39",".231","16","20",".800","5","34","39","21","9","1","9","19","97",""
"totals_away6069","240","33","87",".379","10","36",".278","18","29",".621","11","23","34","21","8","6","10","23","94",""
"totals_away6070","240","41","101",".406","9","36",".250","16","22",".727","16","36","52","26","12","6","10","21","107",""
"totals_away6071","240","35","86",".407","11","39",".282","18","23",".783","11","36","47","19","5","8","13","15","99",""
"totals_away6072","240","41","98",".418","9","30",".300","21","28",".750","14","33","47","19","6","7","6","24","112",""
"totals_away6073","240","41","85",".482","10","37",".270","20","30",".667","9","32","41","27","7","4","16","24","112",""
"totals_away6074","240","48","96",".500","25","53",".472","12","18",".667","7","30","37","36","10","5","16","21","133",""
"totals_away6075","240","32","83",".386","6","29",".207","20","26",".769","11","32","43","17","6","0","14","18","90",""
"totals_away6076","240","43","83",".518","17","38",".447","17","20",".850","9","29","38","31","8","3","17","16","120",""
"totals_away6077","240","38","84",".452","11","32",".344","18","23",".783","6","35","41","24","2","4","13","25","105",""
"totals_away6078","240","37","89",".416","11","30",".367","16","22",".727","10","39","49","19","2","4","14","20","101",""
"totals_away6079","240","46","89",".517","4","22",".182","17","19",".895","7","37","44","20","8","7","13","12","113",""
"totals_away6080","265","49","110",".445","9","32",".281","26","30",".867","15","45","60","26","7","9","15","24","133",""
"totals_away6081","240","41","84",".488","11","34",".324","11","16",".688","10","34","44","22","5","7","16","25","104",""
