"","date","away_team","points_away","home_team","points_home","attendance","home_win","point_difference","abs_point_dif","season","win_percentage"
"5451",2021-02-12,"New York Knicks",109,"Washington Wizards",91,0,0,-18,18,"2020-21",53.8461538461538
"5452",2021-02-12,"San Antonio Spurs",125,"Atlanta Hawks",114,1451,0,-11,11,"2020-21",65.9090909090909
"5453",2021-02-12,"New Orleans Pelicans",130,"Dallas Mavericks",143,1514,1,13,13,"2020-21",53.8461538461538
"5454",2021-02-12,"Detroit Pistons",108,"Boston Celtics",102,0,0,-6,6,"2020-21",58.974358974359
"5455",2021-02-12,"Los Angeles Clippers",125,"Chicago Bulls",106,0,0,-19,19,"2020-21",41.6666666666667
"5456",2021-02-12,"Oklahoma City Thunder",95,"Denver Nuggets",97,0,1,2,2,"2020-21",65.8536585365854
"5457",2021-02-12,"Milwaukee Bucks",115,"Utah Jazz",129,3902,1,14,14,"2020-21",83.3333333333333
"5458",2021-02-12,"Memphis Grizzlies",105,"Los Angeles Lakers",115,0,1,10,10,"2020-21",57.5
"5459",2021-02-12,"Cleveland Cavaliers",110,"Portland Trail Blazers",129,0,1,19,19,"2020-21",53.8461538461538
"5460",2021-02-12,"Orlando Magic",123,"Sacramento Kings",112,0,0,-11,11,"2020-21",44.4444444444444
"5461",2021-02-13,"Philadelphia 76ers",111,"Phoenix Suns",120,1652,1,9,9,"2020-21",74.468085106383
"5462",2021-02-13,"Indiana Pacers",125,"Atlanta Hawks",113,1393,0,-12,12,"2020-21",65.9090909090909
"5463",2021-02-13,"Houston Rockets",99,"New York Knicks",121,0,1,22,22,"2020-21",66.6666666666667
"5464",2021-02-13,"Brooklyn Nets",134,"Golden State Warriors",117,0,0,-17,17,"2020-21",67.5675675675676
"5465",2021-02-13,"Miami Heat",94,"Utah Jazz",112,3902,1,18,18,"2020-21",83.3333333333333
"5466",2021-02-14,"Boston Celtics",91,"Washington Wizards",104,0,1,13,13,"2020-21",53.8461538461538
"5467",2021-02-14,"San Antonio Spurs",122,"Charlotte Hornets",110,0,0,-12,12,"2020-21",50
"5468",2021-02-14,"New Orleans Pelicans",112,"Detroit Pistons",123,0,1,11,11,"2020-21",36.1111111111111
"5469",2021-02-14,"Minnesota Timberwolves",116,"Toronto Raptors",112,0,0,-4,4,"2020-21",44.4444444444444
"5470",2021-02-14,"Portland Trail Blazers",121,"Dallas Mavericks",118,2211,0,-3,3,"2020-21",53.8461538461538
"5471",2021-02-14,"Milwaukee Bucks",109,"Oklahoma City Thunder",114,0,1,5,5,"2020-21",27.7777777777778
"5472",2021-02-14,"Orlando Magic",90,"Phoenix Suns",109,1732,1,19,19,"2020-21",74.468085106383
"5473",2021-02-14,"Los Angeles Lakers",105,"Denver Nuggets",122,0,1,17,17,"2020-21",65.8536585365854
"5474",2021-02-14,"Cleveland Cavaliers",111,"Los Angeles Clippers",128,0,1,17,17,"2020-21",67.3913043478261
"5475",2021-02-14,"Memphis Grizzlies",124,"Sacramento Kings",110,0,0,-14,14,"2020-21",44.4444444444444
"5476",2021-02-15,"Chicago Bulls",120,"Indiana Pacers",112,0,0,-8,8,"2020-21",37.8378378378378
"5477",2021-02-15,"Houston Rockets",119,"Washington Wizards",131,0,1,12,12,"2020-21",53.8461538461538
"5478",2021-02-15,"Atlanta Hawks",112,"New York Knicks",123,0,1,11,11,"2020-21",66.6666666666667
"5479",2021-02-15,"Philadelphia 76ers",123,"Utah Jazz",134,3902,1,11,11,"2020-21",83.3333333333333
"5480",2021-02-15,"Cleveland Cavaliers",98,"Golden State Warriors",129,0,1,31,31,"2020-21",67.5675675675676
"5481",2021-02-15,"Miami Heat",118,"Los Angeles Clippers",125,0,1,7,7,"2020-21",67.3913043478261
"5482",2021-02-15,"Brooklyn Nets",136,"Sacramento Kings",125,0,0,-11,11,"2020-21",44.4444444444444
"5483",2021-02-16,"Denver Nuggets",99,"Boston Celtics",112,0,1,13,13,"2020-21",58.974358974359
"5484",2021-02-16,"New Orleans Pelicans",144,"Memphis Grizzlies",113,1982,0,-31,31,"2020-21",48.7179487179487
"5485",2021-02-16,"Toronto Raptors",124,"Milwaukee Bucks",113,250,0,-11,11,"2020-21",76.5957446808511
"5486",2021-02-16,"Los Angeles Lakers",112,"Minnesota Timberwolves",104,0,0,-8,8,"2020-21",36.1111111111111
"5487",2021-02-16,"Portland Trail Blazers",115,"Oklahoma City Thunder",104,0,0,-11,11,"2020-21",27.7777777777778
"5488",2021-02-16,"Brooklyn Nets",128,"Phoenix Suns",124,3181,0,-4,4,"2020-21",74.468085106383
"5489",2021-02-17,"New York Knicks",89,"Orlando Magic",107,4249,1,18,18,"2020-21",30.5555555555556
"5490",2021-02-17,"Atlanta Hawks",122,"Boston Celtics",114,0,0,-8,8,"2020-21",58.974358974359
"5491",2021-02-17,"Houston Rockets",113,"Philadelphia 76ers",118,0,1,5,5,"2020-21",76.7441860465116
"5492",2021-02-17,"Detroit Pistons",102,"Chicago Bulls",105,0,1,3,3,"2020-21",41.6666666666667
"5493",2021-02-17,"Indiana Pacers",134,"Minnesota Timberwolves",128,0,0,-6,6,"2020-21",36.1111111111111
"5494",2021-02-17,"Denver Nuggets",128,"Washington Wizards",130,0,1,2,2,"2020-21",53.8461538461538
"5495",2021-02-17,"Oklahoma City Thunder",113,"Memphis Grizzlies",122,0,1,9,9,"2020-21",48.7179487179487
"5496",2021-02-17,"Portland Trail Blazers",126,"New Orleans Pelicans",124,1940,0,-2,2,"2020-21",50
"5497",2021-02-17,"Miami Heat",112,"Golden State Warriors",120,0,1,8,8,"2020-21",67.5675675675676
"5498",2021-02-17,"Utah Jazz",114,"Los Angeles Clippers",96,0,0,-18,18,"2020-21",67.3913043478261
"5499",2021-02-18,"Toronto Raptors",110,"Milwaukee Bucks",96,500,0,-14,14,"2020-21",76.5957446808511
"5500",2021-02-18,"Brooklyn Nets",109,"Los Angeles Lakers",98,0,0,-11,11,"2020-21",57.5
"5501",2021-02-18,"Miami Heat",118,"Sacramento Kings",110,0,0,-8,8,"2020-21",44.4444444444444
"5502",2021-02-19,"Denver Nuggets",120,"Cleveland Cavaliers",103,2720,0,-17,17,"2020-21",36.1111111111111
"5503",2021-02-19,"Golden State Warriors",120,"Orlando Magic",124,4287,1,4,4,"2020-21",30.5555555555556
"5504",2021-02-19,"Atlanta Hawks",109,"Boston Celtics",121,0,1,12,12,"2020-21",58.974358974359
"5505",2021-02-19,"Chicago Bulls",105,"Philadelphia 76ers",112,0,1,7,7,"2020-21",76.7441860465116
"5506",2021-02-19,"Detroit Pistons",95,"Memphis Grizzlies",109,1795,1,14,14,"2020-21",48.7179487179487
"5507",2021-02-19,"Oklahoma City Thunder",85,"Milwaukee Bucks",98,750,1,13,13,"2020-21",76.5957446808511
"5508",2021-02-19,"Phoenix Suns",132,"New Orleans Pelicans",114,1940,0,-18,18,"2020-21",50
"5509",2021-02-19,"Toronto Raptors",86,"Minnesota Timberwolves",81,0,0,-5,5,"2020-21",36.1111111111111
"5510",2021-02-19,"Utah Jazz",112,"Los Angeles Clippers",116,0,1,4,4,"2020-21",67.3913043478261
"5511",2021-02-20,"Golden State Warriors",100,"Charlotte Hornets",102,0,1,2,2,"2020-21",50
"5512",2021-02-20,"Miami Heat",96,"Los Angeles Lakers",94,0,0,-2,2,"2020-21",57.5
"5513",2021-02-20,"Sacramento Kings",114,"Chicago Bulls",122,0,1,8,8,"2020-21",41.6666666666667
"5514",2021-02-20,"Phoenix Suns",128,"Memphis Grizzlies",97,1994,0,-31,31,"2020-21",48.7179487179487
"5515",2021-02-20,"Washington Wizards",118,"Portland Trail Blazers",111,0,0,-7,7,"2020-21",53.8461538461538
"5516",2021-02-21,"Boston Celtics",115,"New Orleans Pelicans",120,1940,1,5,5,"2020-21",50
"5517",2021-02-21,"Oklahoma City Thunder",117,"Cleveland Cavaliers",101,2720,0,-16,16,"2020-21",36.1111111111111
"5518",2021-02-21,"Minnesota Timberwolves",99,"New York Knicks",103,0,1,4,4,"2020-21",66.6666666666667
"5519",2021-02-21,"Detroit Pistons",96,"Orlando Magic",105,4002,1,9,9,"2020-21",30.5555555555556
"5520",2021-02-21,"Philadelphia 76ers",103,"Toronto Raptors",110,0,1,7,7,"2020-21",44.4444444444444
"5521",2021-02-21,"Denver Nuggets",115,"Atlanta Hawks",123,1362,1,8,8,"2020-21",65.9090909090909
"5522",2021-02-21,"Brooklyn Nets",112,"Los Angeles Clippers",108,0,0,-4,4,"2020-21",67.3913043478261
"5523",2021-02-21,"Sacramento Kings",115,"Milwaukee Bucks",128,1800,1,13,13,"2020-21",76.5957446808511
"5524",2021-02-22,"Chicago Bulls",120,"Houston Rockets",100,3025,0,-20,20,"2020-21",25
"5525",2021-02-22,"Memphis Grizzlies",92,"Dallas Mavericks",102,2099,1,10,10,"2020-21",53.8461538461538
"5526",2021-02-22,"Miami Heat",108,"Oklahoma City Thunder",94,0,0,-14,14,"2020-21",27.7777777777778
"5527",2021-02-22,"Portland Trail Blazers",100,"Phoenix Suns",132,3213,1,32,32,"2020-21",74.468085106383
"5528",2021-02-22,"Charlotte Hornets",110,"Utah Jazz",132,3902,1,22,22,"2020-21",83.3333333333333
"5529",2021-02-22,"Washington Wizards",127,"Los Angeles Lakers",124,0,0,-3,3,"2020-21",57.5
"5530",2021-02-23,"Atlanta Hawks",111,"Cleveland Cavaliers",112,2720,1,1,1,"2020-21",36.1111111111111
"5531",2021-02-23,"Detroit Pistons",105,"Orlando Magic",93,3631,0,-12,12,"2020-21",30.5555555555556
"5532",2021-02-23,"Sacramento Kings",118,"Brooklyn Nets",127,324,1,9,9,"2020-21",79.0697674418605
"5533",2021-02-23,"Boston Celtics",107,"Dallas Mavericks",110,3338,1,3,3,"2020-21",53.8461538461538
"5534",2021-02-23,"Golden State Warriors",114,"New York Knicks",106,1981,0,-8,8,"2020-21",66.6666666666667
"5535",2021-02-23,"Philadelphia 76ers",109,"Toronto Raptors",102,0,0,-7,7,"2020-21",44.4444444444444
"5536",2021-02-23,"Minnesota Timberwolves",112,"Milwaukee Bucks",139,1800,1,27,27,"2020-21",76.5957446808511
"5537",2021-02-23,"Portland Trail Blazers",106,"Denver Nuggets",111,0,1,5,5,"2020-21",65.8536585365854
"5538",2021-02-23,"Washington Wizards",116,"Los Angeles Clippers",135,0,1,19,19,"2020-21",67.3913043478261
"5539",2021-02-24,"Boston Celtics",112,"Atlanta Hawks",127,1537,1,15,15,"2020-21",65.9090909090909
"5540",2021-02-24,"Houston Rockets",96,"Cleveland Cavaliers",112,2720,1,16,16,"2020-21",36.1111111111111
"5541",2021-02-24,"Golden State Warriors",111,"Indiana Pacers",107,0,0,-4,4,"2020-21",37.8378378378378
"5542",2021-02-24,"Minnesota Timberwolves",126,"Chicago Bulls",133,0,1,7,7,"2020-21",41.6666666666667
"5543",2021-02-24,"Toronto Raptors",108,"Miami Heat",116,0,1,8,8,"2020-21",55.2631578947368
"5544",2021-02-24,"Detroit Pistons",118,"New Orleans Pelicans",128,2700,1,10,10,"2020-21",50
"5545",2021-02-24,"San Antonio Spurs",99,"Oklahoma City Thunder",102,0,1,3,3,"2020-21",27.7777777777778
"5546",2021-02-24,"Charlotte Hornets",124,"Phoenix Suns",121,3296,0,-3,3,"2020-21",74.468085106383
"5547",2021-02-24,"Los Angeles Lakers",89,"Utah Jazz",114,4912,1,25,25,"2020-21",83.3333333333333
"5548",2021-02-25,"Dallas Mavericks",97,"Philadelphia 76ers",111,0,1,14,14,"2020-21",76.7441860465116
"5549",2021-02-25,"Orlando Magic",92,"Brooklyn Nets",129,327,1,37,37,"2020-21",79.0697674418605
"5550",2021-02-25,"Sacramento Kings",121,"New York Knicks",140,1981,1,19,19,"2020-21",66.6666666666667
"5551",2021-02-25,"Los Angeles Clippers",94,"Memphis Grizzlies",122,1896,1,28,28,"2020-21",48.7179487179487
"5552",2021-02-25,"Washington Wizards",112,"Denver Nuggets",110,0,0,-2,2,"2020-21",65.8536585365854
"5553",2021-02-25,"New Orleans Pelicans",125,"Milwaukee Bucks",129,1800,1,4,4,"2020-21",76.5957446808511
"5554",2021-02-26,"Indiana Pacers",112,"Boston Celtics",118,0,1,6,6,"2020-21",58.974358974359
"5555",2021-02-26,"Houston Rockets",111,"Toronto Raptors",122,0,1,11,11,"2020-21",44.4444444444444
"5556",2021-02-26,"Phoenix Suns",106,"Chicago Bulls",97,0,0,-9,9,"2020-21",41.6666666666667
"5557",2021-02-26,"Sacramento Kings",110,"Detroit Pistons",107,0,0,-3,3,"2020-21",36.1111111111111
"5558",2021-02-26,"Los Angeles Clippers",119,"Memphis Grizzlies",99,2039,0,-20,20,"2020-21",48.7179487179487
"5559",2021-02-26,"Utah Jazz",116,"Miami Heat",124,0,1,8,8,"2020-21",55.2631578947368
"5560",2021-02-26,"Atlanta Hawks",109,"Oklahoma City Thunder",118,0,1,9,9,"2020-21",27.7777777777778
"5561",2021-02-26,"Charlotte Hornets",121,"Golden State Warriors",130,0,1,9,9,"2020-21",67.5675675675676
"5562",2021-02-26,"Portland Trail Blazers",93,"Los Angeles Lakers",102,0,1,9,9,"2020-21",57.5
"5563",2021-02-27,"Cleveland Cavaliers",112,"Philadelphia 76ers",109,0,0,-3,3,"2020-21",76.7441860465116
"5564",2021-02-27,"Minnesota Timberwolves",112,"Washington Wizards",128,0,1,16,16,"2020-21",53.8461538461538
"5565",2021-02-27,"Indiana Pacers",107,"New York Knicks",110,1981,1,3,3,"2020-21",66.6666666666667
"5566",2021-02-27,"Denver Nuggets",126,"Oklahoma City Thunder",96,0,0,-30,30,"2020-21",27.7777777777778
"5567",2021-02-27,"Utah Jazz",124,"Orlando Magic",109,4242,0,-15,15,"2020-21",30.5555555555556
"5568",2021-02-27,"New Orleans Pelicans",114,"San Antonio Spurs",117,0,1,3,3,"2020-21",38.8888888888889
"5569",2021-02-27,"Dallas Mavericks",115,"Brooklyn Nets",98,684,0,-17,17,"2020-21",79.0697674418605
"5570",2021-02-28,"Los Angeles Clippers",100,"Milwaukee Bucks",105,1800,1,5,5,"2020-21",76.5957446808511
"5571",2021-02-28,"Washington Wizards",110,"Boston Celtics",111,0,1,1,1,"2020-21",58.974358974359
"5572",2021-02-28,"New York Knicks",109,"Detroit Pistons",90,0,0,-19,19,"2020-21",36.1111111111111
"5573",2021-02-28,"Memphis Grizzlies",133,"Houston Rockets",84,3284,0,-49,49,"2020-21",25
"5574",2021-02-28,"Golden State Warriors",91,"Los Angeles Lakers",117,0,1,26,26,"2020-21",57.5
"5575",2021-02-28,"Atlanta Hawks",99,"Miami Heat",109,0,1,10,10,"2020-21",55.2631578947368
"5576",2021-02-28,"Phoenix Suns",118,"Minnesota Timberwolves",99,0,0,-19,19,"2020-21",36.1111111111111
"5577",2021-02-28,"Charlotte Hornets",127,"Sacramento Kings",126,0,0,-1,1,"2020-21",44.4444444444444
"5578",2021-03-01,"Dallas Mavericks",130,"Orlando Magic",124,3766,0,-6,6,"2020-21",30.5555555555556
"5579",2021-03-01,"Indiana Pacers",114,"Philadelphia 76ers",130,0,1,16,16,"2020-21",76.7441860465116
"5580",2021-03-01,"Denver Nuggets",118,"Chicago Bulls",112,0,0,-6,6,"2020-21",41.6666666666667
"5581",2021-03-01,"Utah Jazz",124,"New Orleans Pelicans",129,2700,1,5,5,"2020-21",50
"5582",2021-03-01,"Brooklyn Nets",124,"San Antonio Spurs",113,0,0,-11,11,"2020-21",38.8888888888889
"5583",2021-03-01,"Cleveland Cavaliers",101,"Houston Rockets",90,3046,0,-11,11,"2020-21",25
"5584",2021-03-01,"Charlotte Hornets",111,"Portland Trail Blazers",123,0,1,12,12,"2020-21",53.8461538461538
"5585",2021-03-02,"Memphis Grizzlies",125,"Washington Wizards",111,0,0,-14,14,"2020-21",53.8461538461538
"5586",2021-03-02,"Los Angeles Clippers",112,"Boston Celtics",117,0,1,5,5,"2020-21",58.974358974359
"5587",2021-03-02,"Atlanta Hawks",94,"Miami Heat",80,0,0,-14,14,"2020-21",55.2631578947368
"5588",2021-03-02,"New York Knicks",93,"San Antonio Spurs",119,0,1,26,26,"2020-21",38.8888888888889
"5589",2021-03-02,"Denver Nuggets",128,"Milwaukee Bucks",97,1800,0,-31,31,"2020-21",76.5957446808511
"5590",2021-03-02,"Phoenix Suns",114,"Los Angeles Lakers",104,0,0,-10,10,"2020-21",57.5
"5591",2021-03-03,"Indiana Pacers",114,"Cleveland Cavaliers",111,2720,0,-3,3,"2020-21",36.1111111111111
"5592",2021-03-03,"Utah Jazz",123,"Philadelphia 76ers",131,0,1,8,8,"2020-21",76.7441860465116
"5593",2021-03-03,"Detroit Pistons",129,"Toronto Raptors",105,0,0,-24,24,"2020-21",44.4444444444444
"5594",2021-03-03,"Brooklyn Nets",132,"Houston Rockets",114,3615,0,-18,18,"2020-21",25
"5595",2021-03-03,"Charlotte Hornets",135,"Minnesota Timberwolves",102,0,0,-33,33,"2020-21",36.1111111111111
"5596",2021-03-03,"Chicago Bulls",128,"New Orleans Pelicans",124,2700,0,-4,4,"2020-21",50
"5597",2021-03-03,"Atlanta Hawks",115,"Orlando Magic",112,3969,0,-3,3,"2020-21",30.5555555555556
"5598",2021-03-03,"Oklahoma City Thunder",78,"Dallas Mavericks",87,3508,1,9,9,"2020-21",53.8461538461538
"5599",2021-03-03,"Golden State Warriors",106,"Portland Trail Blazers",108,0,1,2,2,"2020-21",53.8461538461538
"5600",2021-03-03,"Los Angeles Lakers",120,"Sacramento Kings",123,0,1,3,3,"2020-21",44.4444444444444
"5601",2021-03-04,"Toronto Raptors",125,"Boston Celtics",132,0,1,7,7,"2020-21",58.974358974359
"5602",2021-03-04,"Los Angeles Clippers",117,"Washington Wizards",119,0,1,2,2,"2020-21",53.8461538461538
"5603",2021-03-04,"Detroit Pistons",104,"New York Knicks",114,1981,1,10,10,"2020-21",66.6666666666667
"5604",2021-03-04,"Denver Nuggets",113,"Indiana Pacers",103,0,0,-10,10,"2020-21",37.8378378378378
"5605",2021-03-04,"Milwaukee Bucks",112,"Memphis Grizzlies",111,1961,0,-1,1,"2020-21",48.7179487179487
"5606",2021-03-04,"Miami Heat",103,"New Orleans Pelicans",93,2700,0,-10,10,"2020-21",50
"5607",2021-03-04,"Oklahoma City Thunder",107,"San Antonio Spurs",102,1000,0,-5,5,"2020-21",38.8888888888889
"5608",2021-03-04,"Golden State Warriors",98,"Phoenix Suns",120,3233,1,22,22,"2020-21",74.468085106383
"5609",2021-03-04,"Sacramento Kings",119,"Portland Trail Blazers",123,0,1,4,4,"2020-21",53.8461538461538
"5610",2021-03-10,"Washington Wizards",112,"Memphis Grizzlies",127,1912,1,15,15,"2020-21",48.7179487179487
"5611",2021-03-10,"San Antonio Spurs",104,"Dallas Mavericks",115,3813,1,11,11,"2020-21",53.8461538461538
"5612",2021-03-11,"Detroit Pistons",102,"Charlotte Hornets",105,0,1,3,3,"2020-21",50
"5613",2021-03-11,"Boston Celtics",109,"Brooklyn Nets",121,1374,1,12,12,"2020-21",79.0697674418605
"5614",2021-03-11,"Atlanta Hawks",121,"Toronto Raptors",120,0,0,-1,1,"2020-21",44.4444444444444
"5615",2021-03-11,"Philadelphia 76ers",127,"Chicago Bulls",105,0,0,-22,22,"2020-21",41.6666666666667
"5616",2021-03-11,"Orlando Magic",103,"Miami Heat",111,0,1,8,8,"2020-21",55.2631578947368
"5617",2021-03-11,"New York Knicks",101,"Milwaukee Bucks",134,1800,1,33,33,"2020-21",76.5957446808511
"5618",2021-03-11,"Minnesota Timberwolves",135,"New Orleans Pelicans",105,3700,0,-30,30,"2020-21",50
"5619",2021-03-11,"Dallas Mavericks",108,"Oklahoma City Thunder",116,0,1,8,8,"2020-21",27.7777777777778
"5620",2021-03-11,"Golden State Warriors",104,"Los Angeles Clippers",130,0,1,26,26,"2020-21",67.3913043478261
"5621",2021-03-11,"Phoenix Suns",127,"Portland Trail Blazers",121,0,0,-6,6,"2020-21",53.8461538461538
"5622",2021-03-11,"Houston Rockets",105,"Sacramento Kings",125,0,1,20,20,"2020-21",44.4444444444444
"5623",2021-03-12,"Denver Nuggets",103,"Memphis Grizzlies",102,2160,0,-1,1,"2020-21",48.7179487179487
"5624",2021-03-12,"Cleveland Cavaliers",82,"New Orleans Pelicans",116,3700,1,34,34,"2020-21",50
"5625",2021-03-12,"Philadelphia 76ers",127,"Washington Wizards",101,0,0,-26,26,"2020-21",53.8461538461538
"5626",2021-03-12,"Miami Heat",101,"Chicago Bulls",90,0,0,-11,11,"2020-21",41.6666666666667
"5627",2021-03-12,"Orlando Magic",77,"San Antonio Spurs",104,3241,1,27,27,"2020-21",38.8888888888889
"5628",2021-03-12,"Houston Rockets",99,"Utah Jazz",114,5546,1,15,15,"2020-21",83.3333333333333
"5629",2021-03-12,"Indiana Pacers",100,"Los Angeles Lakers",105,0,1,5,5,"2020-21",57.5
"5630",2021-03-13,"New York Knicks",119,"Oklahoma City Thunder",97,0,0,-22,22,"2020-21",27.7777777777778
"5631",2021-03-13,"Detroit Pistons",95,"Brooklyn Nets",100,1364,1,5,5,"2020-21",79.0697674418605
"5632",2021-03-13,"Toronto Raptors",104,"Charlotte Hornets",114,2861,1,10,10,"2020-21",50
"5633",2021-03-13,"Milwaukee Bucks",125,"Washington Wizards",119,0,0,-6,6,"2020-21",53.8461538461538
"5634",2021-03-13,"Sacramento Kings",106,"Atlanta Hawks",121,2347,1,15,15,"2020-21",65.9090909090909
"5635",2021-03-13,"Portland Trail Blazers",125,"Minnesota Timberwolves",121,0,0,-4,4,"2020-21",36.1111111111111
"5636",2021-03-13,"Dallas Mavericks",116,"Denver Nuggets",103,0,0,-13,13,"2020-21",65.8536585365854
"5637",2021-03-13,"Indiana Pacers",122,"Phoenix Suns",111,3166,0,-11,11,"2020-21",74.468085106383
"5638",2021-03-14,"Memphis Grizzlies",122,"Oklahoma City Thunder",128,0,1,6,6,"2020-21",27.7777777777778
"5639",2021-03-14,"Utah Jazz",119,"Golden State Warriors",131,0,1,12,12,"2020-21",67.5675675675676
"5640",2021-03-14,"San Antonio Spurs",99,"Philadelphia 76ers",134,3071,1,35,35,"2020-21",76.7441860465116
"5641",2021-03-14,"Miami Heat",102,"Orlando Magic",97,3264,0,-5,5,"2020-21",30.5555555555556
"5642",2021-03-14,"Cleveland Cavaliers",82,"Atlanta Hawks",100,2322,1,18,18,"2020-21",65.9090909090909
"5643",2021-03-14,"Boston Celtics",134,"Houston Rockets",107,3264,0,-27,27,"2020-21",25
"5644",2021-03-14,"Portland Trail Blazers",112,"Minnesota Timberwolves",114,0,1,2,2,"2020-21",36.1111111111111
"5645",2021-03-14,"Toronto Raptors",95,"Chicago Bulls",118,0,1,23,23,"2020-21",41.6666666666667
"5646",2021-03-14,"Los Angeles Clippers",115,"New Orleans Pelicans",135,3700,1,20,20,"2020-21",50
"5647",2021-03-15,"Sacramento Kings",116,"Charlotte Hornets",122,2861,1,6,6,"2020-21",50
"5648",2021-03-15,"Milwaukee Bucks",133,"Washington Wizards",122,0,0,-11,11,"2020-21",53.8461538461538
"5649",2021-03-15,"New York Knicks",112,"Brooklyn Nets",117,1637,1,5,5,"2020-21",79.0697674418605
"5650",2021-03-15,"San Antonio Spurs",109,"Detroit Pistons",99,0,0,-10,10,"2020-21",36.1111111111111
"5651",2021-03-15,"Los Angeles Clippers",109,"Dallas Mavericks",99,3945,0,-10,10,"2020-21",53.8461538461538
"5652",2021-03-15,"Indiana Pacers",106,"Denver Nuggets",121,0,1,15,15,"2020-21",65.8536585365854
"5653",2021-03-15,"Memphis Grizzlies",99,"Phoenix Suns",122,3188,1,23,23,"2020-21",74.468085106383
"5654",2021-03-15,"Los Angeles Lakers",128,"Golden State Warriors",97,0,0,-31,31,"2020-21",67.5675675675676
"5655",2021-03-16,"Utah Jazz",117,"Boston Celtics",109,0,0,-8,8,"2020-21",58.974358974359
"5656",2021-03-16,"Oklahoma City Thunder",102,"Chicago Bulls",123,0,1,21,21,"2020-21",41.6666666666667
"5657",2021-03-16,"Atlanta Hawks",119,"Houston Rockets",107,3069,0,-12,12,"2020-21",25
"5658",2021-03-16,"Cleveland Cavaliers",98,"Miami Heat",113,0,1,15,15,"2020-21",55.2631578947368
"5659",2021-03-16,"New York Knicks",96,"Philadelphia 76ers",99,3071,1,3,3,"2020-21",76.7441860465116
"5660",2021-03-16,"New Orleans Pelicans",124,"Portland Trail Blazers",125,0,1,1,1,"2020-21",53.8461538461538
"5661",2021-03-16,"Minnesota Timberwolves",121,"Los Angeles Lakers",137,0,1,16,16,"2020-21",57.5
"5662",2021-03-17,"Toronto Raptors",112,"Detroit Pistons",116,750,1,4,4,"2020-21",36.1111111111111
"5663",2021-03-17,"Brooklyn Nets",124,"Indiana Pacers",115,0,0,-9,9,"2020-21",37.8378378378378
"5664",2021-03-17,"Milwaukee Bucks",109,"Philadelphia 76ers",105,3071,0,-4,4,"2020-21",76.7441860465116
"5665",2021-03-17,"Sacramento Kings",121,"Washington Wizards",119,0,0,-2,2,"2020-21",53.8461538461538
"5666",2021-03-17,"San Antonio Spurs",106,"Chicago Bulls",99,0,0,-7,7,"2020-21",41.6666666666667
"5667",2021-03-17,"Boston Celtics",110,"Cleveland Cavaliers",117,4100,1,7,7,"2020-21",36.1111111111111
"5668",2021-03-17,"Golden State Warriors",108,"Houston Rockets",94,3259,0,-14,14,"2020-21",25
"5669",2021-03-17,"Charlotte Hornets",104,"Denver Nuggets",129,0,1,25,25,"2020-21",65.8536585365854
"5670",2021-03-17,"Miami Heat",85,"Memphis Grizzlies",89,2217,1,4,4,"2020-21",48.7179487179487
"5671",2021-03-17,"Los Angeles Clippers",89,"Dallas Mavericks",105,3975,1,16,16,"2020-21",53.8461538461538
"5672",2021-03-18,"Utah Jazz",122,"Washington Wizards",131,0,1,9,9,"2020-21",53.8461538461538
"5673",2021-03-18,"Oklahoma City Thunder",93,"Atlanta Hawks",116,2621,1,23,23,"2020-21",65.9090909090909
"5674",2021-03-18,"Orlando Magic",93,"New York Knicks",94,1531,1,1,1,"2020-21",66.6666666666667
"5675",2021-03-18,"Minnesota Timberwolves",123,"Phoenix Suns",119,3172,0,-4,4,"2020-21",74.468085106383
"5676",2021-03-18,"New Orleans Pelicans",93,"Portland Trail Blazers",101,0,1,8,8,"2020-21",53.8461538461538
"5677",2021-03-18,"Charlotte Hornets",105,"Los Angeles Lakers",116,0,1,11,11,"2020-21",57.5
"5678",2021-03-19,"Sacramento Kings",107,"Boston Celtics",96,0,0,-11,11,"2020-21",58.974358974359
"5679",2021-03-19,"San Antonio Spurs",116,"Cleveland Cavaliers",110,0,0,-6,6,"2020-21",36.1111111111111
"5680",2021-03-19,"Detroit Pistons",113,"Houston Rockets",100,3061,0,-13,13,"2020-21",25
"5681",2021-03-19,"Golden State Warriors",116,"Memphis Grizzlies",103,2716,0,-13,13,"2020-21",48.7179487179487
"5682",2021-03-19,"Indiana Pacers",137,"Miami Heat",110,0,0,-27,27,"2020-21",55.2631578947368
"5683",2021-03-19,"Brooklyn Nets",113,"Orlando Magic",121,3665,1,8,8,"2020-21",30.5555555555556
"5684",2021-03-19,"Utah Jazz",115,"Toronto Raptors",112,0,0,-3,3,"2020-21",44.4444444444444
"5685",2021-03-19,"Chicago Bulls",127,"Denver Nuggets",131,0,1,4,4,"2020-21",65.8536585365854
"5686",2021-03-19,"Minnesota Timberwolves",101,"Phoenix Suns",113,3124,1,12,12,"2020-21",74.468085106383
"5687",2021-03-19,"Dallas Mavericks",119,"Portland Trail Blazers",125,0,1,6,6,"2020-21",53.8461538461538
"5688",2021-03-20,"Atlanta Hawks",99,"Los Angeles Lakers",94,0,0,-5,5,"2020-21",57.5
"5689",2021-03-20,"Golden State Warriors",103,"Memphis Grizzlies",111,0,1,8,8,"2020-21",48.7179487179487
